repository,degree_centrality,pagerank_score,hub_score,authority_score,id,stars,language,source_edge_count,target_edge_count,total_edge_count
processone/ejabberd,0.04914349901713002,0.00014641773712230816,4.654605732708097e-05,4.654605732708095e-05,processone/ejabberd,6655,erlang,35,140,175
chatpire/chatgpt-web-share,0.05981465880370682,0.0001461541845790246,0.00013350542464083374,0.0001335054246408336,chatpire/chatgpt-web-share,4269,vue,147,66,213
kangvcar/InfoSpider,0.05841055883178883,0.00014609656114615623,0.00011366565269135976,0.00011366565269135973,kangvcar/InfoSpider,8203,python,83,125,208
duckdb/duckdb,0.05700645885987082,0.00014607568926926237,9.14883804115309e-05,9.148838041153084e-05,duckdb/duckdb,37813,c++,112,91,203
BrowserBox/BrowserBox,0.05054759898904802,0.00014571458740969954,5.63705806388945e-05,5.6370580638894554e-05,BrowserBox/BrowserBox,3828,shell,163,17,180
justcallmekoko/ESP32Marauder,0.046896939062061216,0.00014567742962931683,4.002754776116633e-05,4.002754776116634e-05,justcallmekoko/ESP32Marauder,10611,c++,65,102,167
tursodatabase/turso,0.055883178882336425,0.0001456735858101805,8.465853529859018e-05,8.465853529859022e-05,tursodatabase/turso,18407,rust,11,188,199
any4ai/AnyCrawl,0.05700645885987082,0.00014566397811765296,0.00011829785075244661,0.00011829785075244657,any4ai/AnyCrawl,3146,mdx,149,54,203
langflow-ai/langflow,0.06009547879809043,0.00014565305551465408,0.0001331910802681305,0.00013319108026813042,langflow-ai/langflow,147508,python,71,143,214
ShangtongZhang/reinforcement-learning-an-introduction,0.06206121875877563,0.00014527757663345377,0.00016753658564683802,0.00016753658564683832,ShangtongZhang/reinforcement-learning-an-introduction,14639,python,173,48,221
OthersideAI/self-operating-computer,0.059533838809323225,0.00014523305039149952,0.00012115637738402272,0.00012115637738402264,OthersideAI/self-operating-computer,10232,python,173,39,212
swift-embedded/swift-embedded,0.044088739118225216,0.0001451887106592426,3.383652233683492e-05,3.383652233683491e-05,swift-embedded/swift-embedded,656,swift,10,147,157
vshymanskyy/ViperIDE,0.052232518955349624,0.00014497830285060872,6.91520747104253e-05,6.91520747104252e-05,vshymanskyy/ViperIDE,550,python,14,172,186
amanusk/s-tui,0.05447907891041842,0.00014480549083970297,7.778114937138636e-05,7.778114937138639e-05,amanusk/s-tui,4983,python,150,44,194
mateustoin/Roadmap-to-Embedded-Engineering,0.04465037910699242,0.0001445882082927892,4.254211573030257e-05,4.254211573030258e-05,mateustoin/Roadmap-to-Embedded-Engineering,398,java,54,105,159
google/seq2seq,0.06402695871946083,0.00014434161980408174,0.00018658270776129548,0.00018658270776129559,google/seq2seq,5630,python,132,96,228
APIs-guru/graphql-apis,0.05363661892726762,0.00014423938922438493,7.488400598289185e-05,7.48840059828918e-05,APIs-guru/graphql-apis,4652,unknown,189,2,191
siddharthvaddem/openscreen,0.055883178882336425,0.00014392199273208619,8.694554326091564e-05,8.694554326091564e-05,siddharthvaddem/openscreen,33579,typescript,36,163,199
microsoft/api-guidelines,0.05363661892726762,0.00014373317634782507,7.863929511031702e-05,7.863929511031697e-05,microsoft/api-guidelines,23260,unknown,65,126,191
dhamaniasad/awesome-postgres,0.05560235888795282,0.00014373009313427965,8.645599525643355e-05,8.645599525643353e-05,dhamaniasad/awesome-postgres,11872,unknown,127,71,198
realsenseai/librealsense,0.05728727885425442,0.0001437152986265688,0.0001262821353167972,0.00012628213531679729,realsenseai/librealsense,8716,c++,29,175,204
madd86/awesome-system-design,0.05195169896096602,0.00014369986418104024,5.973740622265482e-05,5.9737406222654806e-05,madd86/awesome-system-design,12096,unknown,71,114,185
skernelx/tavily-key-generator,0.05700645885987082,0.00014367838617173093,0.00012172870623477789,0.00012172870623477788,skernelx/tavily-key-generator,1477,python,31,172,203
QuantumLeaps/Super-Simple-Tasker,0.04436955911260882,0.0001436092530500712,4.127212965088041e-05,4.127212965088042e-05,QuantumLeaps/Super-Simple-Tasker,242,c,132,26,158
brightmart/text_classification,0.06318449873631003,0.00014359625353625935,0.00018272476107778098,0.00018272476107778114,brightmart/text_classification,7944,python,154,71,225
derenlei/Unity_Detection2AR,0.04605447907891042,0.00014356872170773847,5.692690165176127e-05,5.692690165176127e-05,derenlei/Unity_Detection2AR,240,c#,99,65,164
buaacyw/MeshAnything,0.05616399887672002,0.0001433770434402015,0.00011068127668638072,0.00011068127668638083,buaacyw/MeshAnything,2276,python,114,86,200
lnbook/lnbook,0.044088739118225216,0.00014327091431639473,3.759878975915012e-05,3.759878975915011e-05,lnbook/lnbook,2949,asciidoc,44,113,157
vernemq/vernemq,0.04802021903959562,0.00014290752455167513,5.46876055692515e-05,5.4687605569251475e-05,vernemq/vernemq,3573,erlang,6,165,171
kgrzybek/modular-monolith-with-ddd,0.05110923897781522,0.00014289796775652025,6.17454500276654e-05,6.17454500276654e-05,kgrzybek/modular-monolith-with-ddd,13632,c#,71,111,182
dekuNukem/USB4VC,0.04352709912945802,0.000142643519897185,4.06787985898996e-05,4.067879858989959e-05,dekuNukem/USB4VC,255,c,92,63,155
ClemensElflein/OpenMower,0.04436955911260882,0.0001425818655017429,5.2658164645040755e-05,5.265816464504078e-05,ClemensElflein/OpenMower,6477,c++,151,7,158
bjesus/pipet,0.05279415894411682,0.00014253399432222942,8.484386556940469e-05,8.484386556940466e-05,bjesus/pipet,4665,go,123,65,188
a327ex/blog,0.04830103903397922,0.00014244871411563323,6.328349558047555e-05,6.328349558047562e-05,a327ex/blog,3317,unknown,119,53,172
felangel/bloc,0.04661611906767762,0.00014243747825303923,3.8105667749109006e-05,3.810566774910901e-05,felangel/bloc,12445,dart,93,73,166
EmenstaNougat/ESP32-BlueJammer,0.047739399045212016,0.00014226163965362193,5.388431894752633e-05,5.3884318947526364e-05,EmenstaNougat/ESP32-BlueJammer,5884,unknown,150,20,170
QianMo/Game-Programmer-Study-Notes,0.04633529907329402,0.00014226112600055997,4.875829684896345e-05,4.875829684896344e-05,QianMo/Game-Programmer-Study-Notes,9913,unknown,128,37,165
statamic/cms,0.05026677899466442,0.00014221702742026214,5.5003423860076474e-05,5.5003423860076495e-05,statamic/cms,4796,php,24,155,179
mithi/robotics-coursework,0.04717775905644482,0.00014212235457220106,7.249523749023878e-05,7.249523749023881e-05,mithi/robotics-coursework,4571,unknown,47,121,168
coi/coi,0.04942431901151362,0.00014190619815322475,6.139288940216113e-05,6.13928894021611e-05,coi/coi,549,c++,116,60,176
m3y54m/Embedded-Engineering-Roadmap,0.04268463914630722,0.00014175160183846938,3.545886992505764e-05,3.545886992505766e-05,m3y54m/Embedded-Engineering-Roadmap,11105,unknown,51,101,152
aws/serverless-application-model,0.05251333894973322,0.0001414805877035759,8.120588339752597e-05,8.12058833975259e-05,aws/serverless-application-model,9549,python,130,57,187
huggingface/tokenizers,0.060376298792474026,0.0001413850365829441,0.00016364994951930263,0.00016364994951930276,huggingface/tokenizers,10682,rust,83,132,215
huggingface/pytorch-image-models,0.062342038753159225,0.00014132657595559192,0.00018047333993205858,0.00018047333993205872,huggingface/pytorch-image-models,36733,python,112,110,222
Uniswap/v2-core,0.04212299915754002,0.00014097008379182125,3.70352576745049e-05,3.703525767450485e-05,Uniswap/v2-core,3328,typescript,114,36,150
openspug/spug,0.054198258916034824,0.0001409680486716316,8.494618350316931e-05,8.494618350316919e-05,openspug/spug,10985,javascript,46,147,193
electric-sql/pglite,0.053074978938500425,0.0001409529057212402,7.673907960776264e-05,7.673907960776261e-05,electric-sql/pglite,15139,typescript,110,79,189
charlesq34/pointnet,0.06206121875877563,0.0001409402461472197,0.00018387359281318716,0.00018387359281318724,charlesq34/pointnet,5402,python,153,68,221
FurkanGozukara/Stable-Diffusion,0.054198258916034824,0.00014090889158830912,0.00010680009120495953,0.00010680009120495968,FurkanGozukara/Stable-Diffusion,2681,javascript,171,22,193
ethereumbook/ethereumbook,0.04380791912384162,0.00014086684086621806,3.994514642757888e-05,3.9945146427578875e-05,ethereumbook/ethereumbook,21505,unknown,68,88,156
taichi-dev/difftaichi,0.04521201909575962,0.0001408276895195324,6.295251914364518e-05,6.295251914364522e-05,taichi-dev/difftaichi,2726,unknown,7,154,161
MaJerle/lwprintf,0.04212299915754002,0.00014065236851375928,3.296338863214564e-05,3.296338863214564e-05,MaJerle/lwprintf,337,c,134,16,150
rtcatc/Packer-Fuzzer,0.04998595900028082,0.00014052692855615712,7.550993596960042e-05,7.55099359696004e-05,rtcatc/Packer-Fuzzer,3231,python,30,148,178
enkodellc/blazorboilerplate,0.04661611906767762,0.00014047482921718393,4.3029939274608596e-05,4.302993927460858e-05,enkodellc/blazorboilerplate,1919,c#,113,53,166
lebinh/ngxtop,0.052232518955349624,0.0001403160891944358,7.61108851566022e-05,7.61108851566023e-05,lebinh/ngxtop,6524,python,74,112,186
thu-ml/tianshou,0.060376298792474026,0.0001402981097789199,0.00017006943962155443,0.00017006943962155461,thu-ml/tianshou,10617,python,22,193,215
bitpay/wallet,0.04212299915754002,0.0001401833047794351,3.366284618267703e-05,3.366284618267701e-05,bitpay/wallet,3933,typescript,94,56,150
marsupialtail/quokka,0.05812973883740522,0.0001399759655258484,0.00014830212708109408,0.0001483021270810941,marsupialtail/quokka,1191,python,64,143,207
FoundationVision/VAR,0.056725638865487225,0.00013966349721419944,0.00012507815278605717,0.00012507815278605715,FoundationVision/VAR,8678,jupyter notebook,188,14,202
aceberg/WatchYourLAN,0.05195169896096602,0.0001396384599445933,7.251173105909471e-05,7.251173105909475e-05,aceberg/WatchYourLAN,6899,go,149,36,185
claffin/cloudproxy,0.05054759898904802,0.00013963151523091577,7.87124716269848e-05,7.871247162698477e-05,claffin/cloudproxy,1697,python,117,63,180
0xAX/linux-insides,0.051390058972198824,0.00013958735965463996,6.868347483176892e-05,6.868347483176902e-05,0xAX/linux-insides,32523,python,183,0,183
JohnSundell/Publish,0.04605447907891042,0.00013945776885865253,4.337484509702814e-05,4.337484509702814e-05,JohnSundell/Publish,4967,swift,138,26,164
NielsRogge/Transformers-Tutorials,0.060657118786857624,0.0001392416857730209,0.00017301884561016491,0.00017301884561016508,NielsRogge/Transformers-Tutorials,11610,jupyter notebook,182,34,216
aestheticinteractive/Hover-UI-Kit,0.04212299915754002,0.00013912794658345283,3.4302872623631575e-05,3.430287262363159e-05,aestheticinteractive/Hover-UI-Kit,805,c#,108,42,150
bitcoinbook/bitcoinbook,0.04184217916315642,0.00013911364691534864,3.3910946631275265e-05,3.391094663127522e-05,bitcoinbook/bitcoinbook,25195,html,94,55,149
mikeroyal/Azure-Guide,0.04942431901151362,0.00013909729143490472,7.164773510728766e-05,7.164773510728765e-05,mikeroyal/Azure-Guide,226,powershell,60,116,176
geoschem/geos-chem,0.05082841898343162,0.00013907831295965298,8.32595715565918e-05,8.32595715565918e-05,geoschem/geos-chem,228,fortran,89,92,181
spree/spree,0.05335579893288402,0.00013907665326193442,8.64266023126094e-05,8.642660231260938e-05,spree/spree,15376,ruby,33,157,190
Alluxio/alluxio,0.058691378826172425,0.00013878565079380054,0.00016141429785306754,0.0001614142978530676,Alluxio/alluxio,7189,java,207,2,209
ketoo/NoahGameFrame,0.043246279135074416,0.00013868800934586185,3.4840303560699064e-05,3.484030356069904e-05,ketoo/NoahGameFrame,4131,c++,46,108,154
anders94/blockchain-demo,0.041561359168772814,0.00013862271248491308,3.3516650893709023e-05,3.351665089370898e-05,anders94/blockchain-demo,5655,pug,106,42,148
NVIDIA/TensorRT-LLM,0.06009547879809043,0.00013854706608661002,0.00017193585903993623,0.00017193585903993637,NVIDIA/TensorRT-LLM,13509,python,185,29,214
Quick/Nimble,0.04745857905082842,0.0001381528078667632,4.817760490099426e-05,4.817760490099426e-05,Quick/Nimble,4841,swift,147,22,169
pointfreeco/swift-snapshot-testing,0.04745857905082842,0.0001381528078667632,4.817760490099426e-05,4.81776049009942e-05,pointfreeco/swift-snapshot-testing,4220,swift,45,124,169
theEmbeddedGeorge/theEmbeddedNewTestament.github.io,0.041280539174389216,0.00013795069937591473,3.675755861522493e-05,3.675755861522494e-05,theEmbeddedGeorge/theEmbeddedNewTestament.github.io,762,c,13,134,147
ashishpatel26/Tools-to-Design-or-Visualize-Architecture-of-Neural-Network,0.057848918843021624,0.00013751125138881842,0.00015626813091729154,0.00015626813091729173,ashishpatel26/Tools-to-Design-or-Visualize-Architecture-of-Neural-Network,5325,unknown,156,50,206
deepinsight/insightface,0.059533838809323225,0.0001374501948603562,0.00017149412173886636,0.0001714941217388665,deepinsight/insightface,28557,python,132,80,212
Anjok07/ultimatevocalremovergui,0.05897219882055602,0.0001373362434687942,0.0001647304794791377,0.00016473047947913787,Anjok07/ultimatevocalremovergui,24463,python,207,3,210
Eronred/aso-skills,0.04830103903397922,0.00013715086482624764,6.160085244641168e-05,6.160085244641164e-05,Eronred/aso-skills,1136,shell,156,16,172
toly1994328/FlutterUnit,0.04380791912384162,0.00013708174190470434,3.389051712089932e-05,3.389051712089929e-05,toly1994328/FlutterUnit,8831,dart,10,146,156
APIs-guru/graphql-voyager,0.04858185902836282,0.00013689151559512244,6.17488874879046e-05,6.174888748790462e-05,APIs-guru/graphql-voyager,8124,typescript,171,2,173
lwsjs/local-web-server,0.04717775905644482,0.00013663201004384803,5.773336845852436e-05,5.773336845852435e-05,lwsjs/local-web-server,1270,javascript,63,105,168
firebase/flutterfire,0.04436955911260882,0.00013662090564743945,3.6906042320815325e-05,3.6906042320815325e-05,firebase/flutterfire,9185,dart,92,66,158
Tivix/django-rest-auth,0.04633529907329402,0.000136507574791141,5.908409938522532e-05,5.90840993852253e-05,Tivix/django-rest-auth,2424,python,149,16,165
TianxingChen/Embodied-AI-Guide,0.04436955911260882,0.0001364874439200286,6.735314034194037e-05,6.735314034194034e-05,TianxingChen/Embodied-AI-Guide,13282,unknown,114,44,158
krayc425/ARGitHubCommits,0.040438079191238416,0.00013638207090800418,3.1081402245626825e-05,3.108140224562683e-05,krayc425/ARGitHubCommits,289,swift,45,99,144
maxxfrazer/FocusEntity,0.040438079191238416,0.00013638207090800418,3.1081402245626825e-05,3.108140224562684e-05,maxxfrazer/FocusEntity,404,swift,40,104,144
ajaymnk/open-electronics,0.03987643920247121,0.00013637211022811513,3.046530829528639e-05,3.046530829528638e-05,ajaymnk/open-electronics,706,unknown,101,41,142
dicedb/dicedb,0.05054759898904802,0.0001361836404916553,7.314533662515027e-05,7.314533662515031e-05,dicedb/dicedb,10744,c,111,69,180
opengeos/geospatial-data-catalogs,0.04914349901713002,0.000136098031788792,7.984268765315336e-05,7.984268765315332e-05,opengeos/geospatial-data-catalogs,638,python,38,137,175
plotly/plotly.js,0.04914349901713002,0.00013580071693700441,8.600217399545252e-05,8.600217399545251e-05,plotly/plotly.js,18176,javascript,38,137,175
playcanvas/playcanvas-ar,0.040718899185622014,0.00013579562759002294,3.31071956915162e-05,3.31071956915162e-05,playcanvas/playcanvas-ar,253,javascript,26,119,145
fuzzware-fuzzer/fuzzware,0.03931479921370402,0.00013577971152479694,2.9042996537607802e-05,2.9042996537607782e-05,fuzzware-fuzzer/fuzzware,368,python,68,72,140
anaibol/awesome-serverless,0.04802021903959562,0.00013569313636874037,6.557694862471094e-05,6.557694862471089e-05,anaibol/awesome-serverless,7585,unknown,128,43,171
philfung/add-to-homescreen,0.04605447907891042,0.0001356738948917394,4.305402082701145e-05,4.3054020827011446e-05,philfung/add-to-homescreen,309,typescript,41,123,164
valkey-io/valkey,0.05026677899466442,0.00013566245628073598,7.285711327785465e-05,7.285711327785466e-05,valkey-io/valkey,25617,c,6,173,179
MichaelGrupp/evo,0.04352709912945802,0.00013563735371914615,5.907749300873773e-05,5.9077493008737706e-05,MichaelGrupp/evo,4203,python,128,27,155
vasturiano/3d-force-graph,0.047739399045212016,0.00013545865477703633,7.690966546986242e-05,7.69096654698625e-05,vasturiano/3d-force-graph,5998,html,6,164,170
blue-yonder/tsfresh,0.058691378826172425,0.00013532752741076705,0.00018899353350588285,0.000188993533505883,blue-yonder/tsfresh,9181,jupyter notebook,153,56,209
nextauthjs/next-auth-example,0.04633529907329402,0.00013519330204967063,5.8686467791081296e-05,5.8686467791081296e-05,nextauthjs/next-auth-example,4028,typescript,67,98,165
paritytech/substrate,0.04184217916315642,0.00013505045815084946,3.59031780546009e-05,3.5903178054600874e-05,paritytech/substrate,8420,rust,28,121,149
Copilot-Language/copilot,0.040438079191238416,0.00013495101792236703,3.8067817038885814e-05,3.806781703888581e-05,Copilot-Language/copilot,821,haskell,140,4,144
MaJerle/lwesp,0.03847233923055322,0.00013459802910200112,2.7804704631797897e-05,2.7804704631797863e-05,MaJerle/lwesp,550,c,123,14,137
nakkaya/ferret,0.038753159224936815,0.00013458186377282263,2.8770786425890596e-05,2.877078642589058e-05,nakkaya/ferret,1120,makefile,37,101,138
schickling/chromeless,0.047739399045212016,0.00013432263219625447,6.389917777417345e-05,6.389917777417343e-05,schickling/chromeless,13232,typescript,31,139,170
MPOS/php-mpos,0.040438079191238416,0.00013411909959721766,4.122390285016923e-05,4.122390285016919e-05,MPOS/php-mpos,1529,php,133,11,144
DayBreak-u/chineseocr_lite,0.057848918843021624,0.00013409754981607208,0.0001677487009573231,0.00016774870095732328,DayBreak-u/chineseocr_lite,12280,c++,194,12,206
Sanster/IOPaint,0.057568098848638026,0.00013407934764426643,0.00016612166039676722,0.0001661216603967674,Sanster/IOPaint,23035,python,166,39,205
zhanghuanchong/icon-workshop,0.04380791912384162,0.00013395853536763994,3.3885960483645795e-05,3.388596048364576e-05,zhanghuanchong/icon-workshop,2297,php,1,155,156
kgrzybek/sample-dotnet-core-cqrs-api,0.046896939062061216,0.00013393666664487374,5.832184224091496e-05,5.832184224091491e-05,kgrzybek/sample-dotnet-core-cqrs-api,3055,c#,67,100,167
zama-ai/fhevm,0.04099971918000562,0.00013388266714847792,3.571487870983188e-05,3.571487870983187e-05,zama-ai/fhevm,25341,rust,1,145,146
Krasjet/pdf.tocgen,0.04886267902274642,0.0001338648414110707,8.526944309834645e-05,8.526944309834645e-05,Krasjet/pdf.tocgen,829,python,160,14,174
henrygd/beszel,0.04914349901713002,0.00013386246033726272,6.967149673824779e-05,6.96714967382478e-05,henrygd/beszel,21443,go,82,93,175
RavenSystem/esp-homekit-devices,0.041280539174389216,0.000133768460277526,3.307753865515722e-05,3.307753865515723e-05,RavenSystem/esp-homekit-devices,2971,c,128,19,147
modelscope/FunASR,0.05728727885425442,0.00013359641179417549,0.00016628572092578552,0.00016628572092578585,modelscope/FunASR,15905,python,64,140,204
FreeRADIUS/freeradius-server,0.042403819151923615,0.00013334888966322795,4.276349879725469e-05,4.276349879725466e-05,FreeRADIUS/freeradius-server,2507,c,143,8,151
brefphp/bref,0.04633529907329402,0.00013312101651071778,6.142971982796962e-05,6.142971982796957e-05,brefphp/bref,3387,php,113,52,165
microsoft/Bringing-Old-Photos-Back-to-Life,0.05700645885987082,0.0001330183778786225,0.0001638181776080524,0.00016381817760805265,microsoft/Bringing-Old-Photos-Back-to-Life,15692,python,71,132,203
Spiderpig86/Cirrus,0.04465037910699242,0.00013287248164278528,4.8270056154477603e-05,4.8270056154477576e-05,Spiderpig86/Cirrus,1424,scss,129,30,159
Tangent-Wei/crypto_info,0.03987643920247121,0.00013281294926666926,4.105257565829645e-05,4.1052575658296414e-05,Tangent-Wei/crypto_info,2652,unknown,114,28,142
MIT-SPARK/Kimera-VIO,0.041280539174389216,0.00013274620097834255,5.428104832448669e-05,5.4281048324486676e-05,MIT-SPARK/Kimera-VIO,1851,c++,125,22,147
XuehaiPan/nvitop,0.04858185902836282,0.00013256673512013624,8.181878220164191e-05,8.181878220164201e-05,XuehaiPan/nvitop,6839,python,138,35,173
confluentinc/schema-registry,0.046896939062061216,0.00013239644735677064,6.394422792015077e-05,6.394422792015074e-05,confluentinc/schema-registry,2428,java,116,51,167
alanchn31/Data-Engineering-Projects,0.05082841898343162,0.00013230221153709925,0.00010346198629428845,0.00010346198629428845,alanchn31/Data-Engineering-Projects,1011,jupyter notebook,144,37,181
thomhurst/TUnit,0.04521201909575962,0.00013227496904773928,4.878844907696015e-05,4.8788449076960095e-05,thomhurst/TUnit,3849,c#,13,148,161
ZacharyHampton/HomeHarvest,0.04802021903959562,0.00013217446110638627,9.160932443208083e-05,9.160932443208083e-05,ZacharyHampton/HomeHarvest,674,python,141,30,171
alvesoaj/eFLL,0.037629879247402416,0.00013210094177898462,2.6815389368339396e-05,2.681538936833938e-05,alvesoaj/eFLL,236,c++,97,37,134
CharafeddineMechalikh/PureEdgeSim,0.04661611906767762,0.00013204145694950285,7.554356096578383e-05,7.554356096578387e-05,CharafeddineMechalikh/PureEdgeSim,215,java,157,9,166
joshbuchea/HEAD,0.044088739118225216,0.000131997344716054,4.7609238762347754e-05,4.7609238762347734e-05,joshbuchea/HEAD,30271,unknown,73,84,157
gozfree/gear-lib,0.041561359168772814,0.00013183585608465072,4.0445238363438745e-05,4.0445238363438704e-05,gozfree/gear-lib,3204,c,66,82,148
stride3d/stride,0.041561359168772814,0.00013177860823949857,4.049548188353311e-05,4.0495481883533115e-05,stride3d/stride,7582,c#,8,140,148
xmu-xiaoma666/External-Attention-pytorch,0.05644481887110362,0.0001316145454806345,0.00016584056513801025,0.00016584056513801047,xmu-xiaoma666/External-Attention-pytorch,12182,python,8,193,201
google-deepmind/acme,0.05195169896096602,0.00013161413726476895,0.00011930701863805348,0.00011930701863805346,google-deepmind/acme,3977,python,90,95,185
ulixee/secret-agent,0.04577365908452682,0.00013156443382717018,6.693690382515245e-05,6.693690382515245e-05,ulixee/secret-agent,732,typescript,8,155,163
phpstan/phpstan,0.04465037910699242,0.0001315100744712863,4.7870537657717075e-05,4.7870537657717014e-05,phpstan/phpstan,13924,php,50,109,159
stacks-network/stacks,0.03819151923616962,0.00013143174641611324,3.631756486639135e-05,3.6317564866391303e-05,stacks-network/stacks,2058,unknown,18,118,136
blockscout/blockscout,0.038753159224936815,0.0001311630110674455,3.182736393763692e-05,3.182736393763692e-05,blockscout/blockscout,4506,elixir,84,54,138
Kavex/GameDev-Resources,0.040718899185622014,0.0001311421017620351,3.655703979649088e-05,3.655703979649087e-05,Kavex/GameDev-Resources,6518,unknown,123,22,145
dsheiko/puppetry,0.04549283909014322,0.00013108397936656977,5.712959437171054e-05,5.712959437171057e-05,dsheiko/puppetry,891,javascript,94,68,162
stylefeng/Guns,0.04465037910699242,0.00013105333981788716,5.318573902027467e-05,5.318573902027466e-05,stylefeng/Guns,3956,vue,28,131,159
EnoxSoftware/HoloLensWithOpenCVForUnityExample,0.03819151923616962,0.00013104729244630347,3.366280465968637e-05,3.3662804659686366e-05,EnoxSoftware/HoloLensWithOpenCVForUnityExample,274,c#,124,12,136
ComputationalRadiationPhysics/cuda_memtest,0.046896939062061216,0.00013100501083334614,8.421793454780321e-05,8.421793454780317e-05,ComputationalRadiationPhysics/cuda_memtest,144,c++,154,13,167
MycroftAI/mycroft-precise,0.038753159224936815,0.00013094376797534563,3.982453554390318e-05,3.9824535543903186e-05,MycroftAI/mycroft-precise,966,python,120,18,138
hashicorp/vagrant,0.04858185902836282,0.00013082128115679916,8.534005372431722e-05,8.534005372431726e-05,hashicorp/vagrant,27133,ruby,73,100,173
FilledStacks/flutter-tutorials,0.04099971918000562,0.00013067456967105954,3.35489816287495e-05,3.354898162874949e-05,FilledStacks/flutter-tutorials,4788,dart,133,13,146
adryfish/fingerprint-chromium,0.04521201909575962,0.00013052150098828442,6.868177771057568e-05,6.868177771057568e-05,adryfish/fingerprint-chromium,2417,unknown,126,35,161
unionai-oss/pandera,0.04717775905644482,0.0001304587988234345,7.769655144120358e-05,7.769655144120353e-05,unionai-oss/pandera,4315,python,7,161,168
jeremykenedy/laravel-auth,0.04099971918000562,0.0001304371633086277,3.887078569341505e-05,3.8870785693415045e-05,jeremykenedy/laravel-auth,3045,javascript,74,72,146
spatie/laravel-activitylog,0.04493119910137602,0.00013038374052454373,5.497070865767944e-05,5.497070865767947e-05,spatie/laravel-activitylog,5825,php,25,135,160
wgh136/PicaComic,0.040438079191238416,0.0001301097693305217,2.7986584525381547e-05,2.7986584525381527e-05,wgh136/PicaComic,8608,dart,4,140,144
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,0.05644481887110362,0.0001300961769507096,0.0001913974209916825,0.00019139742099168265,CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,28171,jupyter notebook,196,5,201
brianegan/flutter_architecture_samples,0.040718899185622014,0.00012994303791763012,2.9923628395647642e-05,2.9923628395647645e-05,brianegan/flutter_architecture_samples,8918,dart,96,49,145
TheAlphamerc/flutter_twitter_clone,0.040438079191238416,0.0001297536892329494,3.0538809786666926e-05,3.053880978666691e-05,TheAlphamerc/flutter_twitter_clone,4232,dart,111,33,144
stevenpersia/tinder-react-native,0.04268463914630722,0.0001297223411536709,3.714514208126557e-05,3.7145142081265547e-05,stevenpersia/tinder-react-native,1057,javascript,26,126,152
WongKinYiu/yolov7,0.055040718899185624,0.00012971602723615709,0.00016082052503017683,0.00016082052503017704,WongKinYiu/yolov7,14103,jupyter notebook,152,44,196
XCharts-Team/XCharts,0.04352709912945802,0.00012971204298728678,6.723082438954584e-05,6.723082438954592e-05,XCharts-Team/XCharts,3735,c#,118,37,155
xboot/xboot,0.036787419264251615,0.00012964406366600885,2.9717678992576784e-05,2.9717678992576763e-05,xboot/xboot,909,c,1,130,131
kassane/zig-esp-idf-sample,0.03650659926986802,0.00012958733247308527,2.736120667052126e-05,2.7361206670521233e-05,kassane/zig-esp-idf-sample,237,zig,52,78,130
opencog/opencog,0.04015725919685482,0.00012942418953995881,5.647052916021813e-05,5.6470529160218125e-05,opencog/opencog,2460,scheme,36,107,143
nanomq/nanomq,0.04015725919685482,0.0001294074040246512,3.4247036297503766e-05,3.424703629750378e-05,nanomq/nanomq,2485,c,41,102,143
VehanRajintha/Free-Unlimited-Google-Cloud-Backup-Magisk-Module,0.04436955911260882,0.00012913927280287787,6.138148900250143e-05,6.138148900250146e-05,VehanRajintha/Free-Unlimited-Google-Cloud-Backup-Magisk-Module,360,unknown,125,33,158
tanprathan/MobileApp-Pentest-Cheatsheet,0.04184217916315642,0.00012909059655230888,3.9025713404093185e-05,3.902571340409314e-05,tanprathan/MobileApp-Pentest-Cheatsheet,5188,unknown,24,125,149
sqfmi/Watchy,0.038753159224936815,0.00012903443417719735,3.073881379409007e-05,3.073881379409007e-05,sqfmi/Watchy,2716,c,11,127,138
tymondesigns/jwt-auth,0.040718899185622014,0.00012899302759752929,3.9428805001646854e-05,3.942880500164681e-05,tymondesigns/jwt-auth,11481,php,15,130,145
xinntao/Real-ESRGAN,0.05475989890480202,0.00012896587019152182,0.00016091422133094574,0.00016091422133094593,xinntao/Real-ESRGAN,35231,python,9,186,195
sczhou/CodeFormer,0.05475989890480202,0.00012896587019152182,0.00016091422133094574,0.00016091422133094593,sczhou/CodeFormer,17941,python,32,163,195
kotest/kotest,0.04380791912384162,0.0001289550322548955,4.4721900234607706e-05,4.472190023460769e-05,kotest/kotest,4777,kotlin,76,80,156
datastacktv/data-engineer-roadmap,0.04830103903397922,0.00012891198968098953,9.737938736441182e-05,9.737938736441187e-05,datastacktv/data-engineer-roadmap,12754,unknown,96,76,172
node-formidable/formidable,0.04549283909014322,0.0001287530700863696,6.771316087204373e-05,6.77131608720437e-05,node-formidable/formidable,7181,javascript,45,117,162
ThreeMammals/Ocelot,0.044088739118225216,0.00012865322018006301,4.792976509910035e-05,4.792976509910035e-05,ThreeMammals/Ocelot,8696,c#,128,29,157
emqx/emqx,0.039595619208087615,0.00012854324843927545,3.3846132312362395e-05,3.3846132312362395e-05,emqx/emqx,16206,erlang,77,64,141
