repository,degree_centrality,pagerank_score,hub_score,authority_score,id,stars,language,source_edge_count,target_edge_count,total_edge_count
PennyLaneAI/pennylane,0.2749227745015445,0.00047654188025393726,0.0008502650895058689,0.0008502650895058689,PennyLaneAI/pennylane,3183,python,829,150,979
ludwig-ai/ludwig,0.2650940746981185,0.00047646283798511856,0.0007010679999827193,0.0007010679999827187,ludwig-ai/ludwig,11681,python,333,611,944
playcanvas/engine,0.2325189553496209,0.0004762471575230049,0.0003589159107716068,0.0003589159107716063,playcanvas/engine,14840,javascript,211,617,828
nestjs/nest,0.2398202752035945,0.0004760997540037602,0.000387307661909093,0.00038730766190909273,nestjs/nest,75338,typescript,280,574,854
organicmaps/organicmaps,0.2269025554619489,0.00047578795546809454,0.00031326281783179027,0.00031326281783179,organicmaps/organicmaps,13814,c++,211,597,808
pixie-io/pixie,0.25442291491154173,0.00047537196661936624,0.0005968107359531021,0.0005968107359531023,pixie-io/pixie,6429,c++,215,691,906
tensorlayer/TensorLayer,0.2701488345970233,0.0004751020730803752,0.0008099508213271836,0.0008099508213271837,tensorlayer/TensorLayer,7391,python,86,876,962
astorfi/TensorFlow-World,0.2740803145183937,0.00047486909659431463,0.0008506662358272224,0.0008506662358272228,astorfi/TensorFlow-World,4500,python,708,268,976
amusi/CVPR2026-Papers-with-Code,0.2737994945240101,0.00047467331511801344,0.0008488723395476352,0.000848872339547635,amusi/CVPR2026-Papers-with-Code,22497,unknown,734,241,975
directus/directus,0.2327997753440045,0.0004744824468063339,0.0003541774384321391,0.0003541774384321386,directus/directus,34956,typescript,524,305,829
fyne-io/fyne,0.2325189553496209,0.000474401453627726,0.00032643055953559126,0.0003264305595355911,fyne-io/fyne,28197,go,448,380,828
hoffstadt/DearPyGui,0.2499297950014041,0.0004741670680186419,0.0006350244801253353,0.0006350244801253361,hoffstadt/DearPyGui,15393,c++,426,464,890
gnuradio/gnuradio,0.2563886548722269,0.0004734626460898379,0.0006932421585710703,0.0006932421585710708,gnuradio/gnuradio,6059,c++,472,441,913
microsoft/ailab,0.2409435551811289,0.0004733244662611917,0.0004767462966690488,0.00047674629666904914,microsoft/ailab,7847,c#,306,552,858
activeloopai/deeplake,0.2600393147992137,0.0004731481705971997,0.0006488157428025151,0.000648815742802513,activeloopai/deeplake,9105,c++,701,225,926
microsoft/FLAML,0.2732378545352429,0.00047292482402284,0.0008500118365444581,0.0008500118365444582,microsoft/FLAML,4340,jupyter notebook,321,652,973
trailofbits/manticore,0.2426284751474305,0.0004727789005115765,0.0006177630837755822,0.000617763083775583,trailofbits/manticore,3846,python,63,801,864
aquasecurity/trivy,0.2381353552372929,0.000472774141344285,0.00038776026663022535,0.0003877602666302254,aquasecurity/trivy,34759,go,644,204,848
chopratejas/headroom,0.2634091547318169,0.00047243433884165947,0.000750661293110321,0.0007506612931103209,chopratejas/headroom,1597,python,627,311,938
testcontainers/testcontainers-go,0.2389778152204437,0.0004720370917723871,0.0003997643965977367,0.0003997643965977368,testcontainers/testcontainers-go,4807,go,88,763,851
ageron/handson-ml,0.2729570345408593,0.00047176356454491097,0.0008505442724768484,0.0008505442724768488,ageron/handson-ml,25655,jupyter notebook,758,214,972
microsoft/mcp-gateway,0.2423476551530469,0.0004712512829079765,0.0004671745863048696,0.00046717458630487005,microsoft/mcp-gateway,606,c#,270,593,863
bigint/hey,0.22830665543386688,0.0004710553312067359,0.00035323502970633665,0.0003532350297063364,bigint/hey,29440,typescript,585,228,813
D4Vinci/Scrapling,0.25863521482729573,0.00047080674943854203,0.0007285524196452182,0.0007285524196452182,D4Vinci/Scrapling,39261,python,880,41,921
kennethleungty/Failed-ML,0.2634091547318169,0.00047078323906481456,0.0007169879542617565,0.0007169879542617553,kennethleungty/Failed-ML,750,unknown,376,562,938
tensorflow/tensorflow,0.2723953945520921,0.00047073667887409065,0.0008497813806961835,0.0008497813806961856,tensorflow/tensorflow,194931,c++,86,884,970
aymericdamien/TensorFlow-Examples,0.2712721145745577,0.000470595981229987,0.0008442725414812675,0.0008442725414812672,aymericdamien/TensorFlow-Examples,43783,jupyter notebook,692,274,966
rasbt/python-machine-learning-book-2nd-edition,0.2723953945520921,0.00047041450745011887,0.0008507588845770016,0.0008507588845770019,rasbt/python-machine-learning-book-2nd-edition,7203,jupyter notebook,177,793,970
gmh5225/awesome-game-security,0.2083684358326313,0.00047022224285990933,0.00021073745783350105,0.0002107374578335006,gmh5225/awesome-game-security,2846,python,338,404,742
CopilotKit/CopilotKit,0.2440325751193485,0.0004702116282214834,0.0004606922708232232,0.000460692270823223,CopilotKit/CopilotKit,30505,typescript,821,48,869
Hash-Studios/Prism,0.2269025554619489,0.00046986565179278395,0.0003607226143876112,0.00036072261438761143,Hash-Studios/Prism,639,dart,726,82,808
MLEveryday/100-Days-Of-ML-Code,0.2707104745857905,0.00046958518605332,0.0008438085672445179,0.0008438085672445179,MLEveryday/100-Days-Of-ML-Code,22242,jupyter notebook,870,94,964
nrwl/nx,0.2378545352429093,0.0004693474161404909,0.0003891341875817895,0.00038913418758178904,nrwl/nx,28616,typescript,272,575,847
NVIDIA/DALI,0.2712721145745577,0.00046928246784983294,0.0008458232234133093,0.0008458232234133095,NVIDIA/DALI,5683,c++,850,116,966
assimp/assimp,0.2429092951418141,0.000469100621803179,0.0006145036584021689,0.0006145036584021702,assimp/assimp,12904,c++,610,255,865
plotly/dash,0.2547037349059253,0.0004684495367531185,0.0006965383767654655,0.0006965383767654664,plotly/dash,24164,python,232,675,907
raznem/parsera,0.2597584948048301,0.00046830814525828057,0.0007407803980302189,0.0007407803980302196,raznem/parsera,1275,python,179,746,925
clearml/clearml,0.2622858747542825,0.0004681741868390455,0.0007022353999834218,0.0007022353999834215,clearml/clearml,6652,python,604,330,934
soxoj/maigret,0.2471215950575681,0.0004681616142260174,0.000646192812517121,0.0006461928125171214,soxoj/maigret,19894,python,122,758,880
insitro/redun,0.2583543948329121,0.00046796207874464583,0.0007210822454664433,0.0007210822454664443,insitro/redun,581,python,416,504,920
perspective-dev/perspective,0.25273799494524013,0.00046793022475993785,0.0006734913674932536,0.0006734913674932536,perspective-dev/perspective,10458,c++,247,653,900
idealo/image-super-resolution,0.25779275484414493,0.00046777279779476724,0.0006605236868719126,0.0006605236868719127,idealo/image-super-resolution,4815,python,418,500,918
scrapy/scrapy,0.25526537489469253,0.00046765354552698925,0.0006966932218429126,0.0006966932218429127,scrapy/scrapy,61493,python,141,768,909
akuity/awesome-argo,0.25021061499578773,0.00046757622058950053,0.0005960949150642722,0.0005960949150642732,akuity/awesome-argo,2424,unknown,705,186,891
changyeyu/LLM-RL-Visualized,0.2606009547879809,0.0004673992908765629,0.0006957696379784443,0.000695769637978443,changyeyu/LLM-RL-Visualized,4170,python,598,330,928
photoprism/photoprism,0.25863521482729573,0.0004672945830087246,0.000670660143648983,0.0006706601436489821,photoprism/photoprism,39585,go,218,703,921
codingforentrepreneurs/30-Days-of-Python,0.2493681550126369,0.00046615428298741723,0.0006621702085050014,0.0006621702085050017,codingforentrepreneurs/30-Days-of-Python,2459,html,583,305,888
Significant-Gravitas/AutoGPT,0.2625666947486661,0.00046612293532505435,0.0007650206711750674,0.0007650206711750676,Significant-Gravitas/AutoGPT,183871,python,765,170,935
lukas-blecher/LaTeX-OCR,0.2695871946082561,0.00046554455973558034,0.000844624937370065,0.0008446249373700651,lukas-blecher/LaTeX-OCR,16349,python,358,602,960
fastai/fastbook,0.2690255546194889,0.00046544858082247685,0.0008443465518549384,0.0008443465518549384,fastai/fastbook,24913,jupyter notebook,539,419,958
stas00/ml-engineering,0.2583543948329121,0.0004648308429076171,0.0006834212554524343,0.0006834212554524333,stas00/ml-engineering,17824,python,115,805,920
cointop-sh/cointop,0.2114574557708509,0.0004644540638986439,0.00025615610414110617,0.00025615610414110585,cointop-sh/cointop,4386,go,495,258,753
JaidedAI/EasyOCR,0.2690255546194889,0.00046434861360166693,0.0008445979083062452,0.0008445979083062451,JaidedAI/EasyOCR,29369,python,880,78,958
ansible/molecule,0.2541420949171581,0.00046419777047289513,0.0006917293605091625,0.0006917293605091636,ansible/molecule,4094,python,708,197,905
deepjavalibrary/djl,0.2580735748385285,0.00046414653102845095,0.000684850060668595,0.0006848500606685946,deepjavalibrary/djl,4806,java,555,364,919
python-visualization/folium,0.25442291491154173,0.00046403028143919653,0.0007038600062099069,0.0007038600062099071,python-visualization/folium,7360,python,206,700,906
wandb/wandb,0.2597584948048301,0.0004640009831352429,0.0007072293929923633,0.000707229392992362,wandb/wandb,11039,python,33,892,925
gotempsh/temps,0.2269025554619489,0.00046386604568852366,0.0003443302031990172,0.0003443302031990181,gotempsh/temps,424,rust,408,400,808
ashishps1/learn-ai-engineering,0.2591968548160629,0.0004637726756881787,0.0006939779939470377,0.0006939779939470368,ashishps1/learn-ai-engineering,5427,unknown,631,292,923
libgdx/libgdx,0.2114574557708509,0.0004636157539508893,0.00023441396500610578,0.00023441396500610532,libgdx/libgdx,25046,java,264,489,753
EpistasisLab/tpot,0.2650940746981185,0.0004634966776479631,0.0008181955975588479,0.0008181955975588477,EpistasisLab/tpot,10048,jupyter notebook,890,54,944
unit8co/darts,0.2684639146307217,0.00046345635604277117,0.0008445037853339887,0.0008445037853339886,unit8co/darts,9350,python,42,914,956
haifengl/smile,0.2575119348497613,0.0004633869294126621,0.0006832896365593961,0.0006832896365593956,haifengl/smile,6367,java,452,465,917
python-social-auth/social-app-django,0.25105307497893853,0.00046329388025330914,0.0006856379788513638,0.0006856379788513639,python-social-auth/social-app-django,2133,python,204,690,894
intelowlproject/IntelOwl,0.25189553496208933,0.00046316467724325243,0.0006904469807220237,0.0006904469807220239,intelowlproject/IntelOwl,4560,python,412,485,897
fastai/fastai,0.2679022746419545,0.0004629660150196131,0.0008418022596221582,0.0008418022596221579,fastai/fastai,27988,jupyter notebook,544,410,954
apache/incubator-devlake,0.2372928952541421,0.00046265476554190266,0.0004327756047099534,0.00043277560470995354,apache/incubator-devlake,2991,go,636,209,845
jackzhenguo/python-small-examples,0.2664981746700365,0.00046254644699388465,0.0008321495350847476,0.0008321495350847475,jackzhenguo/python-small-examples,8136,python,434,515,949
microsoft/qlib,0.2662173546756529,0.0004625147901092456,0.0008363654826707717,0.0008363654826707716,microsoft/qlib,41431,python,314,634,948
assafelovic/gpt-researcher,0.2566694748666105,0.0004624817287947452,0.0007341143614057909,0.000734114361405791,assafelovic/gpt-researcher,26783,python,667,247,914
openai/openai-agents-python,0.2589160348216793,0.00046239594548303946,0.0007463842988528634,0.0007463842988528637,openai/openai-agents-python,25548,python,241,681,922
hummingbot/hummingbot,0.2406627351867453,0.00046233168436485874,0.0006391015263251202,0.0006391015263251215,hummingbot/hummingbot,18403,python,394,463,857
mastra-ai/mastra,0.2406627351867453,0.0004622012040855727,0.00045828538627983235,0.0004582853862798327,mastra-ai/mastra,23417,typescript,314,543,857
huggingface/huggingface_hub,0.2583543948329121,0.00046192203239418523,0.000683594239145133,0.0006835942391451318,huggingface/huggingface_hub,3560,python,440,480,920
simstudioai/sim,0.2420668351586633,0.0004617269023558158,0.0004925693754275572,0.0004925693754275571,simstudioai/sim,27898,typescript,136,726,862
gofiber/fiber,0.2297107554057849,0.0004609119795051819,0.0003640976309492968,0.00036409763094929695,gofiber/fiber,39657,go,449,369,818
miroslavpejic85/mirotalksfu,0.2361696152766077,0.0004608749508179964,0.0004406223488409612,0.0004406223488409608,miroslavpejic85/mirotalksfu,2954,javascript,269,572,841
vxcontrol/pentagi,0.22830665543386688,0.0004606498890171588,0.00034414585455550553,0.0003441458545555057,vxcontrol/pentagi,16071,go,36,777,813
fission/fission,0.2322381353552373,0.00046054906890501547,0.00038634165045895423,0.00038634165045895423,fission/fission,8855,go,477,350,827
fastai/numerical-linear-algebra,0.2667789946644201,0.00046048786349762484,0.0008426654403128503,0.0008426654403128506,fastai/numerical-linear-algebra,10837,jupyter notebook,535,415,950
anza-xyz/wallet-adapter,0.21988205560235888,0.00046023022669321986,0.0003414060851623048,0.00034140608516230504,anza-xyz/wallet-adapter,2014,typescript,606,177,783
RayVentura/ShortGPT,0.2580735748385285,0.00046011040385769285,0.0007528302464973618,0.0007528302464973621,RayVentura/ShortGPT,7295,python,774,145,919
pytest-dev/pytest,0.25189553496208933,0.0004600816583089329,0.0006895302142869895,0.0006895302142869901,pytest-dev/pytest,13814,python,204,693,897
danielgtaylor/huma,0.2305532153889357,0.0004600760463361063,0.00039596070406731356,0.000395960704067314,danielgtaylor/huma,4039,go,549,272,821
ionic-team/ionic-framework,0.2226902555461949,0.0004598793749148494,0.00030688799510830033,0.00030688799510830017,ionic-team/ionic-framework,52480,typescript,381,412,793
biolab/orange3,0.2603201347935973,0.0004597903196499891,0.0008027214263704927,0.0008027214263704927,biolab/orange3,5602,python,647,280,927
danielfsousa/express-rest-boilerplate,0.2297107554057849,0.00045942650069476915,0.0003740548807917903,0.0003740548807917902,danielfsousa/express-rest-boilerplate,2367,javascript,535,283,818
amark/gun,0.2358887952822241,0.0004587256092788104,0.0005579453780707584,0.0005579453780707578,amark/gun,19029,javascript,648,192,840
Blackjacx/WWDC,0.21819713563605728,0.0004584571092351604,0.00030251050756669205,0.00030251050756669194,Blackjacx/WWDC,2597,shell,750,27,777
nextcloud/android,0.2229710755405785,0.0004582832962610616,0.0003270688440468701,0.0003270688440468704,nextcloud/android,5310,kotlin,248,546,794
greyhatguy007/Machine-Learning-Specialization-Coursera,0.2653748946925021,0.0004582680472530027,0.000839654740149987,0.0008396547401499868,greyhatguy007/Machine-Learning-Specialization-Coursera,7340,jupyter notebook,487,458,945
NirDiamant/RAG_Techniques,0.2575119348497613,0.000458079082229828,0.0007524842081541498,0.0007524842081541493,NirDiamant/RAG_Techniques,27039,jupyter notebook,791,126,917
meteor/meteor,0.2311148553777029,0.00045758226710970436,0.0003806215332267655,0.00038062153322676525,meteor/meteor,44766,javascript,320,503,823
feder-cr/Jobs_Applier_AI_Agent_AIHawk,0.2493681550126369,0.00045719911982795077,0.0006979418743582625,0.0006979418743582629,feder-cr/Jobs_Applier_AI_Agent_AIHawk,29727,python,469,419,888
zvtvz/zvt,0.25273799494524013,0.000456857847647508,0.0007838982058143676,0.0007838982058143677,zvtvz/zvt,4118,python,0,900,900
Netflix/maestro,0.2462791350744173,0.00045607585961978823,0.0006225238054085141,0.0006225238054085143,Netflix/maestro,3765,java,764,113,877
ente-io/ente,0.21286155574276888,0.00045582123910620047,0.00025136880682972567,0.00025136880682972567,ente-io/ente,26170,dart,454,304,758
polarsource/polar,0.2476832350463353,0.0004557340997869188,0.0006656284664982309,0.0006656284664982308,polarsource/polar,9764,python,227,655,882
glideapps/quicktype,0.2159505756809885,0.00045562492249675256,0.000274520379266382,0.00027452037926638235,glideapps/quicktype,13721,typescript,428,341,769
webiny/webiny-js,0.22325189553496208,0.0004554601329735968,0.00033571289807311983,0.0003357128980731196,webiny/webiny-js,7971,typescript,23,772,795
keras-team/autokeras,0.2639707947205841,0.00045529863490032955,0.0008383411460088601,0.0008383411460088602,keras-team/autokeras,9314,python,390,550,940
alphaville/optimization-engine,0.22914911541701768,0.0004552874234804182,0.0006067143099017273,0.0006067143099017268,alphaville/optimization-engine,631,rust,622,194,816
dillionverma/llm.report,0.2344846953103061,0.0004550064327262092,0.00043210062359564456,0.00043210062359564456,dillionverma/llm.report,1017,typescript,500,335,835
scrapy/parsel,0.2488065150238697,0.0004549340129791613,0.000688677408144232,0.0006886774081442327,scrapy/parsel,1324,python,142,744,886
huggingface/autotrain-advanced,0.2631283347374333,0.00045488533637994135,0.0008356577759427526,0.0008356577759427529,huggingface/autotrain-advanced,4572,python,455,482,937
SebastianoMeneghin/sml-project-2023-manfredi-meneghin,0.2443133951137321,0.00045478663021007314,0.0006715638829509303,0.0006715638829509305,SebastianoMeneghin/sml-project-2023-manfredi-meneghin,245,python,729,141,870
mem0ai/mem0,0.2549845549003089,0.0004545878340257262,0.0007428349178479215,0.0007428349178479224,mem0ai/mem0,54383,python,324,584,908
lithops-cloud/lithops,0.2431901151361977,0.0004541975433016086,0.0006577519415690815,0.0006577519415690834,lithops-cloud/lithops,364,python,323,543,866
allenai/allennlp,0.2600393147992137,0.0004541523633181101,0.0008021862403096671,0.0008021862403096671,allenai/allennlp,11890,python,705,221,926
Tencent/ncnn,0.2358887952822241,0.0004540634023408302,0.0005087977927918845,0.000508797792791884,Tencent/ncnn,23168,c++,647,193,840
Avik-Jain/100-Days-Of-ML-Code,0.2625666947486661,0.00045399837935733146,0.0008338888371229608,0.0008338888371229613,Avik-Jain/100-Days-Of-ML-Code,50793,unknown,917,18,935
responsively-org/responsively-app,0.2263409154731817,0.00045377423483608775,0.0003637638712817137,0.0003637638712817129,responsively-org/responsively-app,24896,typescript,172,634,806
umihico/docker-selenium-lambda,0.2426284751474305,0.00045365474710619034,0.0006481541217899358,0.0006481541217899373,umihico/docker-selenium-lambda,621,dockerfile,50,814,864
mlflow/mlflow,0.2504914349901713,0.00045321487726709996,0.0006629566664465577,0.0006629566664465568,mlflow/mlflow,25629,python,282,610,892
GeekyAnts/NativeBase,0.2226902555461949,0.00045282670697431327,0.00032672100934231206,0.0003267210093423121,GeekyAnts/NativeBase,20396,typescript,725,68,793
NirDiamant/GenAI_Agents,0.2532996349340073,0.0004528184820067948,0.0007376693772977628,0.0007376693772977632,NirDiamant/GenAI_Agents,21654,jupyter notebook,781,121,902
chainer/chainer,0.2622858747542825,0.0004527409497086749,0.0008347559327257921,0.000834755932725792,chainer/chainer,5918,python,627,307,934
reactioncommerce/reaction,0.2288682954226341,0.00045214948567946284,0.0003824499991021453,0.00038244999910214497,reactioncommerce/reaction,12410,javascript,181,634,815
tsedio/tsed,0.22662173546756528,0.000451811586348128,0.0003726640320997307,0.00037266403209973046,tsedio/tsed,3077,typescript,63,744,807
nextcloud/server,0.2271833754563325,0.00045153113404999904,0.0003814149258676453,0.00038141492586764536,nextcloud/server,34770,php,269,540,809
4ian/GDevelop,0.2221286155574277,0.0004514630954645061,0.0003551073144722008,0.00035510731447220046,4ian/GDevelop,22478,javascript,789,2,791
raysan5/raylib,0.19741645605167088,0.00045137263165924836,0.0001994483159877096,0.00019944831598770973,raysan5/raylib,32663,c,133,570,703
firerpa/lamda,0.22409435551811288,0.00045090799015838346,0.00039421928053231755,0.0003942192805323183,firerpa/lamda,7760,python,400,398,798
feast-dev/feast,0.2575119348497613,0.00045060357116561073,0.0008085906113462163,0.0008085906113462163,feast-dev/feast,6988,python,514,403,917
awtkns/fastapi-crudrouter,0.2409435551811289,0.00045025117254076215,0.0006445287397667756,0.0006445287397667751,awtkns/fastapi-crudrouter,1687,python,615,243,858
airbytehq/airbyte,0.2434709351305813,0.0004502038064599001,0.0006615572882983317,0.0006615572882983322,airbytehq/airbyte,21157,python,696,171,867
Kong/kong,0.2305532153889357,0.00045006600202188006,0.00045257313994604537,0.00045257313994604635,Kong/kong,43288,lua,747,74,821
whylabs/whylogs,0.2572311148553777,0.00044990080420153055,0.0008079295290619979,0.0008079295290619984,whylabs/whylogs,2816,jupyter notebook,21,895,916
windmill-labs/windmill,0.2462791350744173,0.00044980894772354976,0.0006736211007010923,0.0006736211007010923,windmill-labs/windmill,16366,html,21,856,877
eosphoros-ai/DB-GPT,0.23083403538331929,0.0004496929259211601,0.0004277360388467035,0.00042773603884670343,eosphoros-ai/DB-GPT,18635,python,457,365,822
panda3d/panda3d,0.2367312552653749,0.00044934645842860046,0.0006334896649249096,0.0006334896649249096,panda3d/panda3d,5112,c++,219,624,843
visgl/deck.gl,0.2426284751474305,0.00044923942701215587,0.0006584697943466427,0.0006584697943466431,visgl/deck.gl,14128,typescript,42,822,864
dpgaspar/Flask-AppBuilder,0.2364504352709913,0.00044915761528191694,0.0006269277212013635,0.0006269277212013625,dpgaspar/Flask-AppBuilder,4948,python,521,321,842
devnen/Chatterbox-TTS-Server,0.2530188149396237,0.00044881775017506395,0.0007582330968793032,0.0007582330968793032,devnen/Chatterbox-TTS-Server,1191,python,555,346,901
pytorch/pytorch,0.2600393147992137,0.0004485595141974633,0.0008317274290069632,0.0008317274290069631,pytorch/pytorch,99523,python,185,741,926
crestalnetwork/intentkit,0.2417860151642797,0.0004480994266187074,0.0006999135741041792,0.0006999135741041784,crestalnetwork/intentkit,6507,python,555,306,861
PaddlePaddle/Paddle,0.2597584948048301,0.0004475421134714331,0.0008320262690215436,0.000832026269021544,PaddlePaddle/Paddle,23865,c++,789,136,925
doccano/doccano,0.2555461948890761,0.00044752248141535176,0.0008027289046070266,0.0008027289046070266,doccano/doccano,10637,python,560,350,910
apache/apisix,0.21201909575961808,0.00044723621880951375,0.00029577722617420116,0.00029577722617420116,apache/apisix,16520,lua,595,160,755
benavlabs/FastAPI-boilerplate,0.2423476551530469,0.0004471305303020324,0.0006564833135375446,0.0006564833135375458,benavlabs/FastAPI-boilerplate,1890,python,621,242,863
JCodesMore/ai-website-cloner-template,0.2294299354114013,0.00044650051450130366,0.0004391855913408295,0.0004391855913408295,JCodesMore/ai-website-cloner-template,13178,typescript,739,78,817
melonjs/melonJS,0.2187587756248245,0.00044610361990626515,0.0003465919630297942,0.00034659196302979354,melonjs/melonJS,6283,javascript,279,500,779
piskvorky/gensim,0.2563886548722269,0.000445982038756895,0.0008133256886661441,0.0008133256886661442,piskvorky/gensim,16401,python,214,699,913
HBAI-Ltd/Toonflow-app,0.2305532153889357,0.00044578433602133317,0.0004472072888957283,0.00044720728889572806,HBAI-Ltd/Toonflow-app,7490,html,758,63,821
markusschanta/awesome-jupyter,0.2409435551811289,0.00044577330168677306,0.0006779053753710944,0.0006779053753710957,markusschanta/awesome-jupyter,4597,unknown,306,552,858
darrenburns/posting,0.2389778152204437,0.0004452266390555756,0.0006435122273366596,0.0006435122273366596,darrenburns/posting,11799,python,545,306,851
tiangolo/uvicorn-gunicorn-fastapi-docker,0.2412243751755125,0.00044505752869312574,0.000655806714621765,0.0006558067146217662,tiangolo/uvicorn-gunicorn-fastapi-docker,2912,python,68,791,859
FlowiseAI/Flowise,0.22914911541701768,0.0004446690560815971,0.0004323448654404313,0.0004323448654404314,FlowiseAI/Flowise,52379,typescript,758,58,816
NirDiamant/agents-towards-production,0.2459983150800337,0.000444380414828833,0.0007093693869203966,0.0007093693869203971,NirDiamant/agents-towards-production,18959,jupyter notebook,746,130,876
mikeroyal/Self-Hosting-Guide,0.2092108958157821,0.0004442960000264471,0.0002878624607945559,0.0002878624607945559,mikeroyal/Self-Hosting-Guide,19552,dockerfile,261,484,745
catboost/catboost,0.2524571749508565,0.0004437373970724255,0.000795952501594802,0.0007959525015948026,catboost/catboost,8921,c++,612,287,899
pytorch/rl,0.2384161752316765,0.00044371046874621436,0.000639351243299188,0.0006393512432991865,pytorch/rl,3413,python,168,681,849
serengil/deepface,0.2575119348497613,0.00044346649356001816,0.0008298243508657832,0.0008298243508657833,serengil/deepface,22649,python,132,785,917
facebook/docusaurus,0.2243751755124965,0.00044345266372461167,0.0003699632624128901,0.00036996326241289,facebook/docusaurus,64762,typescript,476,323,799
ipython/ipython,0.2482448750351025,0.0004426856507570155,0.0007270144386199248,0.0007270144386199245,ipython/ipython,16692,python,413,471,884
quixio/quix-streams,0.2521763549564729,0.0004423284916640189,0.0007965917523397101,0.0007965917523397103,quixio/quix-streams,1546,python,179,719,898
mahseema/awesome-ai-tools,0.2412243751755125,0.0004417616181726857,0.0006366472329744916,0.0006366472329744918,mahseema/awesome-ai-tools,5026,unknown,308,551,859
adnanh/webhook,0.22156697556866048,0.00044144153190954006,0.0003701506503901557,0.00037015065039015604,adnanh/webhook,11774,go,626,163,789
streetwriters/notesnook,0.2212861555742769,0.0004414186794123152,0.0003590083402073174,0.00035900834020731736,streetwriters/notesnook,13977,typescript,105,683,788
TracecatHQ/tracecat,0.2212861555742769,0.00044132872300378146,0.000401206511188848,0.0004012065111888487,TracecatHQ/tracecat,3562,python,618,170,788
tldr-pages/tldr,0.21454647570907048,0.00044130277844740124,0.00031127277370909963,0.0003112727737090997,tldr-pages/tldr,62299,markdown,69,695,764
kitao/pyxel,0.22914911541701768,0.00044099192358610674,0.0006106093204863339,0.0006106093204863342,kitao/pyxel,17430,rust,338,478,816
bigchaindb/bigchaindb,0.22999157540016849,0.0004404368316297593,0.0006189015329722453,0.0006189015329722448,bigchaindb/bigchaindb,4047,python,581,238,819
nsidnev/fastapi-realworld-example-app,0.2389778152204437,0.0004403830405569322,0.0006592830512677035,0.0006592830512677043,nsidnev/fastapi-realworld-example-app,3108,python,252,599,851
stitchfix/hamilton,0.2513338949733221,0.00043995021600644633,0.0007977019333544378,0.000797701933354438,stitchfix/hamilton,860,python,98,797,895
serge-chat/serge,0.2398202752035945,0.00043977982716479055,0.0006607124748605525,0.0006607124748605537,serge-chat/serge,5731,svelte,139,715,854
vaexio/vaex,0.25021061499578773,0.0004389856592490391,0.0007930704890537712,0.0007930704890537713,vaexio/vaex,8502,python,36,855,891
SigNoz/signoz,0.2159505756809885,0.00043891921810187094,0.00031861009543780814,0.00031861009543780836,SigNoz/signoz,26720,typescript,659,110,769
visenger/awesome-mlops,0.24375175512496491,0.0004387890708560362,0.0006667914270172765,0.0006667914270172759,visenger/awesome-mlops,13877,unknown,35,833,868
dynaconf/dynaconf,0.2420668351586633,0.0004385506606747809,0.0006909116228276138,0.000690911622827614,dynaconf/dynaconf,4291,python,527,335,862
janhuenermann/neurojs,0.2409435551811289,0.0004385013353370621,0.0006196027259116303,0.0006196027259116293,janhuenermann/neurojs,4374,javascript,394,464,858
fastlane/fastlane,0.21370401572591968,0.0004383862919580479,0.0003260275076108336,0.00032602750761083374,fastlane/fastlane,41447,ruby,416,345,761
determined-ai/determined,0.2429092951418141,0.0004378926950382923,0.0006455082259984086,0.0006455082259984072,determined-ai/determined,3225,go,525,340,865
hanleyweng/CoreML-in-ARKit,0.22746419545071608,0.0004376769083238737,0.000557372279850577,0.000557372279850577,hanleyweng/CoreML-in-ARKit,1693,swift,386,424,810
kubero-dev/kubero,0.2196012356079753,0.0004376497999721933,0.0003689679703170722,0.0003689679703170725,kubero-dev/kubero,4252,typescript,321,461,782
kritishmohapatra/100_Days_100_IoT_Projects,0.22156697556866048,0.0004373816049003139,0.0005961838595292118,0.0005961838595292113,kritishmohapatra/100_Days_100_IoT_Projects,533,python,319,470,789
aws/aws-sam-cli,0.2361696152766077,0.00043695256923178345,0.0006466375783830018,0.0006466375783830036,aws/aws-sam-cli,6706,python,616,225,841
public-api-lists/public-api-lists,0.21707385565852289,0.00043665215763097234,0.00036449873782727984,0.00036449873782727973,public-api-lists/public-api-lists,14252,unknown,186,587,773
argilla-io/argilla,0.2429092951418141,0.00043662922676346094,0.0006615137305873462,0.0006615137305873459,argilla-io/argilla,4950,python,621,244,865
typeorm/typeorm,0.22156697556866048,0.00043640719603098554,0.0003741160465518128,0.00037411604655181223,typeorm/typeorm,36471,typescript,60,729,789
trezor/trezor-firmware,0.2218477955630441,0.0004361395111906267,0.0005978205562001003,0.0005978205562001009,trezor/trezor-firmware,1716,c,54,736,790
payloadcms/payload,0.2131423757371525,0.00043582851138042843,0.00031061156781320127,0.00031061156781320143,payloadcms/payload,42107,typescript,215,544,759
Asabeneh/30-Days-Of-Python,0.2386969952260601,0.00043575952137882594,0.0006871624038401863,0.0006871624038401865,Asabeneh/30-Days-Of-Python,61830,python,839,11,850
decodingai-magazine/second-brain-ai-assistant-course,0.2426284751474305,0.0004356511201383818,0.0007107437403381143,0.0007107437403381144,decodingai-magazine/second-brain-ai-assistant-course,2665,jupyter notebook,517,347,864
sumn2u/learn-javascript,0.21538893569222128,0.00043527526647675917,0.0003505930813265532,0.0003505930813265531,sumn2u/learn-javascript,1029,html,109,658,767
